"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 21 22:17:22 GMT 2022","Fri Oct 21 22:17:22 GMT 2022","56","","Spies, Stubs, and Clock","","Spies, Stubs, and Clock","cy.stub() matches depending on arguments","cy.stub() matches depending on arguments",""
"passed","Fri Oct 21 22:15:03 GMT 2022","Fri Oct 21 22:15:03 GMT 2022","600","","example to-do app with a checked task","","example to-do app with a checked task","can filter for uncompleted tasks","can filter for uncompleted tasks",""
"passed","Fri Oct 21 22:17:42 GMT 2022","Fri Oct 21 22:17:43 GMT 2022","1242","","Utilities","","Utilities","Cypress.Promise - instantiate a bluebird promise","Cypress.Promise - instantiate a bluebird promise",""
"passed","Fri Oct 21 22:17:40 GMT 2022","Fri Oct 21 22:17:41 GMT 2022","819","","Utilities","","Utilities","Cypress._ - call a lodash method","Cypress._ - call a lodash method",""
"passed","Fri Oct 21 22:15:52 GMT 2022","Fri Oct 21 22:15:52 GMT 2022","281","","Assertions Explicit Assertions","","Assertions Explicit Assertions","assert - assert shape of an object","assert - assert shape of an object",""
"passed","Fri Oct 21 22:15:50 GMT 2022","Fri Oct 21 22:15:50 GMT 2022","378","","Assertions Explicit Assertions","","Assertions Explicit Assertions","expect - make an assertion about a specified subject","expect - make an assertion about a specified subject",""
"passed","Fri Oct 21 22:16:16 GMT 2022","Fri Oct 21 22:16:16 GMT 2022","308","","Cypress.env()","","Cypress.env()","Get environment variables","Get environment variables",""
"passed","Fri Oct 21 22:17:00 GMT 2022","Fri Oct 21 22:17:00 GMT 2022","626","","Network Requests","","Network Requests","cy.request() - pass result to the second request","cy.request() - pass result to the second request",""
"passed","Fri Oct 21 22:16:15 GMT 2022","Fri Oct 21 22:16:15 GMT 2022","291","","Cypress.arch","","Cypress.arch","Get CPU architecture name of underlying OS","Get CPU architecture name of underlying OS",""
"passed","Fri Oct 21 22:17:29 GMT 2022","Fri Oct 21 22:17:30 GMT 2022","327","","Traversal","","Traversal",".first() - get first DOM element",".first() - get first DOM element",""
"passed","Fri Oct 21 22:17:31 GMT 2022","Fri Oct 21 22:17:32 GMT 2022","313","","Traversal","","Traversal",".not() - remove DOM elements from set of DOM elements",".not() - remove DOM elements from set of DOM elements",""
"passed","Fri Oct 21 22:15:25 GMT 2022","Fri Oct 21 22:15:27 GMT 2022","1816","","Actions","","Actions",".check() - check a checkbox or radio element",".check() - check a checkbox or radio element",""
"passed","Fri Oct 21 22:16:23 GMT 2022","Fri Oct 21 22:16:24 GMT 2022","487","","Files","","Files","cy.writeFile() - write to a file","cy.writeFile() - write to a file",""
"passed","Fri Oct 21 22:16:58 GMT 2022","Fri Oct 21 22:16:59 GMT 2022","809","","Network Requests","","Network Requests","cy.request() - verify response using BDD syntax","cy.request() - verify response using BDD syntax",""
"passed","Fri Oct 21 22:17:18 GMT 2022","Fri Oct 21 22:17:20 GMT 2022","2548","","Spies, Stubs, and Clock","","Spies, Stubs, and Clock","cy.spy() retries until assertions pass","cy.spy() retries until assertions pass",""
"passed","Fri Oct 21 22:16:13 GMT 2022","Fri Oct 21 22:16:14 GMT 2022","574","","Cypress.Commands","","Cypress.Commands",".add() - create a custom command",".add() - create a custom command",""
"passed","Fri Oct 21 22:17:00 GMT 2022","Fri Oct 21 22:17:01 GMT 2022","615","","Network Requests","","Network Requests","cy.request() - save response in the shared test context","cy.request() - save response in the shared test context",""
"passed","Fri Oct 21 22:17:34 GMT 2022","Fri Oct 21 22:17:34 GMT 2022","328","","Traversal","","Traversal",".prevUntil() - get all previous sibling DOM elements until el",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Fri Oct 21 22:16:33 GMT 2022","Fri Oct 21 22:16:34 GMT 2022","615","","Location","","Location","cy.hash() - get the current URL hash","cy.hash() - get the current URL hash",""
"passed","Fri Oct 21 22:17:28 GMT 2022","Fri Oct 21 22:17:28 GMT 2022","358","","Traversal","","Traversal",".closest() - get closest ancestor DOM element",".closest() - get closest ancestor DOM element",""
"passed","Fri Oct 21 22:17:42 GMT 2022","Fri Oct 21 22:17:42 GMT 2022","318","","Utilities","","Utilities","Cypress.minimatch - test out glob patterns against strings","Cypress.minimatch - test out glob patterns against strings",""
"passed","Fri Oct 21 22:17:29 GMT 2022","Fri Oct 21 22:17:29 GMT 2022","462","","Traversal","","Traversal",".find() - get descendant DOM elements of the selector",".find() - get descendant DOM elements of the selector",""
"passed","Fri Oct 21 22:16:35 GMT 2022","Fri Oct 21 22:16:35 GMT 2022","215","","Location","","Location","cy.url() - get the current URL","cy.url() - get the current URL",""
"passed","Fri Oct 21 22:16:57 GMT 2022","Fri Oct 21 22:16:58 GMT 2022","1174","","Network Requests","","Network Requests","cy.request() - make an XHR request","cy.request() - make an XHR request",""
"passed","Fri Oct 21 22:17:10 GMT 2022","Fri Oct 21 22:17:11 GMT 2022","472","","Querying","","Querying","cy.contains() - query DOM elements with matching content","cy.contains() - query DOM elements with matching content",""
"passed","Fri Oct 21 22:16:14 GMT 2022","Fri Oct 21 22:16:15 GMT 2022","410","","Cypress.Cookies","","Cypress.Cookies",".preserveOnce() - preserve cookies by key",".preserveOnce() - preserve cookies by key",""
"passed","Fri Oct 21 22:16:08 GMT 2022","Fri Oct 21 22:16:08 GMT 2022","487","","Cookies","","Cookies","cy.clearCookies() - clear browser cookies","cy.clearCookies() - clear browser cookies",""
"passed","Fri Oct 21 22:16:23 GMT 2022","Fri Oct 21 22:16:23 GMT 2022","311","","Files","","Files","cy.readFile() - read file contents","cy.readFile() - read file contents",""
"passed","Fri Oct 21 22:17:27 GMT 2022","Fri Oct 21 22:17:28 GMT 2022","1013","","Traversal","","Traversal",".children() - get child DOM elements",".children() - get child DOM elements",""
"passed","Fri Oct 21 22:16:49 GMT 2022","Fri Oct 21 22:16:51 GMT 2022","1888","","Navigation","","Navigation","cy.go() - go back or forward in the browser's history","cy.go() - go back or forward in the browser's history",""
"passed","Fri Oct 21 22:17:12 GMT 2022","Fri Oct 21 22:17:13 GMT 2022","1172","","Querying","","Querying","best practices - selecting elements","best practices - selecting elements",""
"passed","Fri Oct 21 22:16:22 GMT 2022","Fri Oct 21 22:16:23 GMT 2022","359","","Files","","Files","cy.fixture() or require - load a fixture","cy.fixture() or require - load a fixture",""
"passed","Fri Oct 21 22:15:51 GMT 2022","Fri Oct 21 22:15:51 GMT 2022","394","","Assertions Explicit Assertions","","Assertions Explicit Assertions","finds element by class name regex","finds element by class name regex",""
"passed","Fri Oct 21 22:16:59 GMT 2022","Fri Oct 21 22:17:00 GMT 2022","507","","Network Requests","","Network Requests","cy.request() with query parameters","cy.request() with query parameters",""
"passed","Fri Oct 21 22:15:42 GMT 2022","Fri Oct 21 22:15:43 GMT 2022","886","","Aliasing","","Aliasing",".as() - alias a DOM element for later use",".as() - alias a DOM element for later use",""
"passed","Fri Oct 21 22:17:30 GMT 2022","Fri Oct 21 22:17:31 GMT 2022","372","","Traversal","","Traversal",".next() - get next sibling DOM element",".next() - get next sibling DOM element",""
"passed","Fri Oct 21 22:16:00 GMT 2022","Fri Oct 21 22:16:01 GMT 2022","358","","Connectors .then()","","Connectors .then()","invokes a callback function with the current subject","invokes a callback function with the current subject",""
"passed","Fri Oct 21 22:17:28 GMT 2022","Fri Oct 21 22:17:29 GMT 2022","368","","Traversal","","Traversal",".eq() - get a DOM element at a specific index",".eq() - get a DOM element at a specific index",""
"passed","Fri Oct 21 22:16:06 GMT 2022","Fri Oct 21 22:16:07 GMT 2022","847","","Cookies","","Cookies","cy.getCookie() - get a browser cookie","cy.getCookie() - get a browser cookie",""
"passed","Fri Oct 21 22:17:22 GMT 2022","Fri Oct 21 22:17:22 GMT 2022","87","","Spies, Stubs, and Clock","","Spies, Stubs, and Clock","matches call arguments using Sinon matchers","matches call arguments using Sinon matchers",""
"passed","Fri Oct 21 22:17:41 GMT 2022","Fri Oct 21 22:17:41 GMT 2022","433","","Utilities","","Utilities","Cypress.$ - call a jQuery method","Cypress.$ - call a jQuery method",""
"passed","Fri Oct 21 22:15:19 GMT 2022","Fri Oct 21 22:15:24 GMT 2022","4717","","Actions","","Actions",".click() - click on a DOM element",".click() - click on a DOM element",""
"passed","Fri Oct 21 22:15:49 GMT 2022","Fri Oct 21 22:15:50 GMT 2022","401","","Assertions Implicit Assertions","","Assertions Implicit Assertions",".and() - chain multiple assertions together",".and() - chain multiple assertions together",""
"passed","Fri Oct 21 22:15:51 GMT 2022","Fri Oct 21 22:15:52 GMT 2022","332","","Assertions Explicit Assertions","","Assertions Explicit Assertions","matches unknown text between two elements","matches unknown text between two elements",""
"passed","Fri Oct 21 22:15:17 GMT 2022","Fri Oct 21 22:15:18 GMT 2022","1080","","Actions","","Actions",".clear() - clears an input or textarea element",".clear() - clears an input or textarea element",""
"passed","Fri Oct 21 22:15:24 GMT 2022","Fri Oct 21 22:15:25 GMT 2022","497","","Actions","","Actions",".rightclick() - right click on a DOM element",".rightclick() - right click on a DOM element",""
"passed","Fri Oct 21 22:15:59 GMT 2022","Fri Oct 21 22:15:59 GMT 2022","670","","Connectors","","Connectors",".each() - iterate over an array of elements",".each() - iterate over an array of elements",""
"passed","Fri Oct 21 22:15:43 GMT 2022","Fri Oct 21 22:15:44 GMT 2022","860","","Aliasing","","Aliasing",".as() - alias a route for later use",".as() - alias a route for later use",""
"passed","Fri Oct 21 22:17:11 GMT 2022","Fri Oct 21 22:17:11 GMT 2022","308","","Querying","","Querying",".within() - query DOM elements within a specific element",".within() - query DOM elements within a specific element",""
"passed","Fri Oct 21 22:17:17 GMT 2022","Fri Oct 21 22:17:18 GMT 2022","607","","Spies, Stubs, and Clock","","Spies, Stubs, and Clock","cy.spy() - wrap a method in a spy","cy.spy() - wrap a method in a spy",""
"passed","Fri Oct 21 22:16:17 GMT 2022","Fri Oct 21 22:16:17 GMT 2022","317","","Cypress.spec","","Cypress.spec","Get current spec information","Get current spec information",""
"passed","Fri Oct 21 22:16:00 GMT 2022","Fri Oct 21 22:16:00 GMT 2022","254","","Connectors","","Connectors",".invoke() - invoke a function on the current subject",".invoke() - invoke a function on the current subject",""
"passed","Fri Oct 21 22:17:41 GMT 2022","Fri Oct 21 22:17:42 GMT 2022","497","","Utilities","","Utilities","Cypress.Blob - blob utilities and base64 string conversion","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Fri Oct 21 22:17:33 GMT 2022","Fri Oct 21 22:17:33 GMT 2022","304","","Traversal","","Traversal",".prev() - get previous sibling DOM element",".prev() - get previous sibling DOM element",""
"passed","Fri Oct 21 22:16:16 GMT 2022","Fri Oct 21 22:16:16 GMT 2022","298","","Cypress.log","","Cypress.log","Control what is printed to the Command Log","Control what is printed to the Command Log",""
"passed","Fri Oct 21 22:17:32 GMT 2022","Fri Oct 21 22:17:33 GMT 2022","381","","Traversal","","Traversal",".parentsUntil() - get parent DOM elements from DOM elements until el",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Fri Oct 21 22:15:52 GMT 2022","Fri Oct 21 22:15:54 GMT 2022","1697","","Assertions Explicit Assertions","","Assertions Explicit Assertions","retries the should callback until assertions pass","retries the should callback until assertions pass",""
"passed","Fri Oct 21 22:15:31 GMT 2022","Fri Oct 21 22:15:33 GMT 2022","2304","","Actions","","Actions","cy.scrollTo() - scroll the window or element to a position","cy.scrollTo() - scroll the window or element to a position",""
"passed","Fri Oct 21 22:17:33 GMT 2022","Fri Oct 21 22:17:33 GMT 2022","365","","Traversal","","Traversal",".prevAll() - get all previous sibling DOM elements",".prevAll() - get all previous sibling DOM elements",""
"passed","Fri Oct 21 22:16:07 GMT 2022","Fri Oct 21 22:16:07 GMT 2022","393","","Cookies","","Cookies","cy.setCookie() - set a browser cookie","cy.setCookie() - set a browser cookie",""
"passed","Fri Oct 21 22:18:08 GMT 2022","Fri Oct 21 22:18:08 GMT 2022","242","","Window","","Window","cy.title() - get the title","cy.title() - get the title",""
"passed","Fri Oct 21 22:15:15 GMT 2022","Fri Oct 21 22:15:16 GMT 2022","313","","Actions","","Actions",".focus() - focus on a DOM element",".focus() - focus on a DOM element",""
"passed","Fri Oct 21 22:15:59 GMT 2022","Fri Oct 21 22:16:00 GMT 2022","379","","Connectors","","Connectors",".its() - get properties on the current subject",".its() - get properties on the current subject",""
"passed","Fri Oct 21 22:15:30 GMT 2022","Fri Oct 21 22:15:30 GMT 2022","486","","Actions","","Actions",".scrollIntoView() - scroll an element into view",".scrollIntoView() - scroll an element into view",""
"passed","Fri Oct 21 22:15:27 GMT 2022","Fri Oct 21 22:15:28 GMT 2022","1561","","Actions","","Actions",".uncheck() - uncheck a checkbox element",".uncheck() - uncheck a checkbox element",""
"passed","Fri Oct 21 22:15:30 GMT 2022","Fri Oct 21 22:15:31 GMT 2022","603","","Actions","","Actions",".trigger() - trigger an event on a DOM element",".trigger() - trigger an event on a DOM element",""
"passed","Fri Oct 21 22:15:50 GMT 2022","Fri Oct 21 22:15:51 GMT 2022","372","","Assertions Explicit Assertions","","Assertions Explicit Assertions","pass your own callback function to should()","pass your own callback function to should()",""
"passed","Fri Oct 21 22:18:08 GMT 2022","Fri Oct 21 22:18:08 GMT 2022","333","","Window","","Window","cy.document() - get the document object","cy.document() - get the document object",""
